layer,component,language,tier,perturbation,mean_restoration,std_restoration,n_pairs_used,n_pairs_skipped
19,mlp_out,fr,tier_1,standard_translation,-0.0029,0.0082,20,0
20,residual,fr,tier_1,standard_translation,-0.0138,0.0278,20,0
20,attn_out,fr,tier_1,standard_translation,-0.0,0.0113,20,0
20,mlp_out,fr,tier_1,standard_translation,-0.0107,0.0235,20,0
21,residual,fr,tier_1,standard_translation,-0.0182,0.0288,20,0
21,attn_out,fr,tier_1,standard_translation,-0.0017,0.0059,20,0
21,mlp_out,fr,tier_1,standard_translation,-0.0133,0.012,20,0
22,residual,fr,tier_1,standard_translation,-0.0106,0.0073,20,0
22,attn_out,fr,tier_1,standard_translation,-0.0058,0.0069,20,0
22,mlp_out,fr,tier_1,standard_translation,0.0062,0.0036,20,0
23,residual,fr,tier_1,standard_translation,-0.0079,0.0031,20,0
23,attn_out,fr,tier_1,standard_translation,-0.0006,0.003,20,0
23,mlp_out,fr,tier_1,standard_translation,-0.0029,0.0079,20,0
24,residual,fr,tier_1,standard_translation,-0.0072,0.0105,20,0
24,attn_out,fr,tier_1,standard_translation,-0.0003,0.0021,20,0
24,mlp_out,fr,tier_1,standard_translation,-0.0063,0.0106,20,0
25,residual,fr,tier_1,standard_translation,-0.0061,0.0072,20,0
25,attn_out,fr,tier_1,standard_translation,-0.0011,0.0017,20,0
25,mlp_out,fr,tier_1,standard_translation,-0.0013,0.0143,20,0
26,residual,fr,tier_1,standard_translation,-0.0068,0.002,20,0
26,attn_out,fr,tier_1,standard_translation,-0.0003,0.0094,20,0
26,mlp_out,fr,tier_1,standard_translation,-0.0032,0.0111,20,0
27,residual,fr,tier_1,standard_translation,-0.0068,0.009,20,0
27,attn_out,fr,tier_1,standard_translation,0.0003,0.0022,20,0
27,mlp_out,fr,tier_1,standard_translation,-0.0091,0.0078,20,0
28,residual,fr,tier_1,standard_translation,-0.0027,0.0076,20,0
28,attn_out,fr,tier_1,standard_translation,-0.0002,0.0022,20,0
28,mlp_out,fr,tier_1,standard_translation,-0.0077,0.0059,20,0
29,residual,fr,tier_1,standard_translation,0.0039,0.0067,20,0
29,attn_out,fr,tier_1,standard_translation,-0.0032,0.0017,20,0
29,mlp_out,fr,tier_1,standard_translation,-0.003,0.0101,20,0
30,residual,fr,tier_1,standard_translation,-0.0039,0.0088,20,0
30,attn_out,fr,tier_1,standard_translation,-0.0012,0.0023,20,0
30,mlp_out,fr,tier_1,standard_translation,-0.004,0.0028,20,0
31,residual,fr,tier_1,standard_translation,0.0,0.0,20,0
31,attn_out,fr,tier_1,standard_translation,0.0,0.0,20,0
31,mlp_out,fr,tier_1,standard_translation,0.0,0.0,20,0
0,residual,zh,tier_1,standard_translation,0.5516,1.1194,20,0
0,attn_out,zh,tier_1,standard_translation,0.1206,0.4929,20,0
0,mlp_out,zh,tier_1,standard_translation,0.4682,0.6884,20,0
1,residual,zh,tier_1,standard_translation,0.6325,1.1645,20,0
1,attn_out,zh,tier_1,standard_translation,0.0355,0.2316,20,0
1,mlp_out,zh,tier_1,standard_translation,-0.1231,0.0697,20,0
2,residual,zh,tier_1,standard_translation,0.477,1.0173,20,0
2,attn_out,zh,tier_1,standard_translation,0.0122,0.0457,20,0
2,mlp_out,zh,tier_1,standard_translation,0.1203,0.59,20,0
3,residual,zh,tier_1,standard_translation,0.3565,0.9761,20,0
3,attn_out,zh,tier_1,standard_translation,0.0525,0.0461,20,0
3,mlp_out,zh,tier_1,standard_translation,0.0085,0.3975,20,0
4,residual,zh,tier_1,standard_translation,0.1139,0.7181,20,0
4,attn_out,zh,tier_1,standard_translation,0.0809,0.136,20,0
4,mlp_out,zh,tier_1,standard_translation,0.135,0.608,20,0
5,residual,zh,tier_1,standard_translation,-0.044,0.6104,20,0
5,attn_out,zh,tier_1,standard_translation,-0.0639,0.1189,20,0
5,mlp_out,zh,tier_1,standard_translation,-0.0915,0.2011,20,0
6,residual,zh,tier_1,standard_translation,-0.0535,0.4961,20,0
6,attn_out,zh,tier_1,standard_translation,0.1012,0.1867,20,0
6,mlp_out,zh,tier_1,standard_translation,-0.0053,0.2294,20,0
7,residual,zh,tier_1,standard_translation,-0.1367,0.4973,20,0
7,attn_out,zh,tier_1,standard_translation,0.0353,0.2137,20,0
7,mlp_out,zh,tier_1,standard_translation,0.0098,0.2552,20,0
8,residual,zh,tier_1,standard_translation,0.0088,0.3946,20,0
8,attn_out,zh,tier_1,standard_translation,0.07,0.1055,20,0
8,mlp_out,zh,tier_1,standard_translation,-0.113,0.1376,20,0
9,residual,zh,tier_1,standard_translation,0.0198,0.3481,20,0
9,attn_out,zh,tier_1,standard_translation,0.1779,0.1576,20,0
9,mlp_out,zh,tier_1,standard_translation,0.0338,0.1221,20,0
10,residual,zh,tier_1,standard_translation,-0.0121,0.3016,20,0
10,attn_out,zh,tier_1,standard_translation,0.0574,0.0489,20,0
10,mlp_out,zh,tier_1,standard_translation,-0.0476,0.092,20,0
11,residual,zh,tier_1,standard_translation,0.0046,0.3302,20,0
11,attn_out,zh,tier_1,standard_translation,-0.0173,0.0232,20,0
11,mlp_out,zh,tier_1,standard_translation,-0.0347,0.0752,20,0
12,residual,zh,tier_1,standard_translation,0.0175,0.3317,20,0
12,attn_out,zh,tier_1,standard_translation,-0.0119,0.0563,20,0
12,mlp_out,zh,tier_1,standard_translation,-0.0462,0.0351,20,0
13,residual,zh,tier_1,standard_translation,-0.0167,0.1979,20,0
13,attn_out,zh,tier_1,standard_translation,-0.0055,0.0432,20,0
13,mlp_out,zh,tier_1,standard_translation,-0.0353,0.0278,20,0
14,residual,zh,tier_1,standard_translation,-0.0048,0.2131,20,0
14,attn_out,zh,tier_1,standard_translation,-0.0047,0.017,20,0
14,mlp_out,zh,tier_1,standard_translation,-0.0261,0.0296,20,0
15,residual,zh,tier_1,standard_translation,-0.0227,0.1558,20,0
15,attn_out,zh,tier_1,standard_translation,0.0157,0.0131,20,0
15,mlp_out,zh,tier_1,standard_translation,-0.0116,0.0655,20,0
16,residual,zh,tier_1,standard_translation,0.0033,0.1985,20,0
16,attn_out,zh,tier_1,standard_translation,0.0058,0.0452,20,0
16,mlp_out,zh,tier_1,standard_translation,-0.0249,0.1022,20,0
17,residual,zh,tier_1,standard_translation,0.0071,0.1391,20,0
17,attn_out,zh,tier_1,standard_translation,0.0038,0.0051,20,0
17,mlp_out,zh,tier_1,standard_translation,0.014,0.0413,20,0
18,residual,zh,tier_1,standard_translation,-0.0183,0.1247,20,0
18,attn_out,zh,tier_1,standard_translation,-0.0015,0.0104,20,0
18,mlp_out,zh,tier_1,standard_translation,-0.0014,0.0098,20,0
19,residual,zh,tier_1,standard_translation,-0.0213,0.1319,20,0
19,attn_out,zh,tier_1,standard_translation,0.0004,0.0143,20,0
19,mlp_out,zh,tier_1,standard_translation,0.0022,0.0131,20,0
20,residual,zh,tier_1,standard_translation,-0.033,0.1268,20,0
20,attn_out,zh,tier_1,standard_translation,-0.0008,0.0039,20,0
20,mlp_out,zh,tier_1,standard_translation,-0.0189,0.0135,20,0
21,residual,zh,tier_1,standard_translation,-0.045,0.1308,20,0
21,attn_out,zh,tier_1,standard_translation,0.0019,0.0081,20,0
21,mlp_out,zh,tier_1,standard_translation,-0.0034,0.0221,20,0
22,residual,zh,tier_1,standard_translation,-0.0364,0.1263,20,0
22,attn_out,zh,tier_1,standard_translation,-0.0007,0.0047,20,0
22,mlp_out,zh,tier_1,standard_translation,-0.0038,0.0283,20,0
23,residual,zh,tier_1,standard_translation,-0.0291,0.1114,20,0
23,attn_out,zh,tier_1,standard_translation,-0.0053,0.0048,20,0
23,mlp_out,zh,tier_1,standard_translation,0.01,0.0186,20,0
24,residual,zh,tier_1,standard_translation,-0.0437,0.1103,20,0
24,attn_out,zh,tier_1,standard_translation,-0.0012,0.0052,20,0
24,mlp_out,zh,tier_1,standard_translation,-0.0013,0.0089,20,0
25,residual,zh,tier_1,standard_translation,-0.0468,0.1119,20,0
25,attn_out,zh,tier_1,standard_translation,-0.0006,0.0039,20,0
25,mlp_out,zh,tier_1,standard_translation,0.015,0.007,20,0
26,residual,zh,tier_1,standard_translation,-0.0465,0.0852,20,0
26,attn_out,zh,tier_1,standard_translation,-0.0028,0.0034,20,0
26,mlp_out,zh,tier_1,standard_translation,-0.0108,0.0216,20,0
27,residual,zh,tier_1,standard_translation,-0.0448,0.0809,20,0
27,attn_out,zh,tier_1,standard_translation,0.0002,0.0079,20,0
27,mlp_out,zh,tier_1,standard_translation,-0.003,0.0049,20,0
28,residual,zh,tier_1,standard_translation,-0.0306,0.0683,20,0
28,attn_out,zh,tier_1,standard_translation,-0.0026,0.0026,20,0
28,mlp_out,zh,tier_1,standard_translation,0.001,0.0236,20,0
29,residual,zh,tier_1,standard_translation,-0.0098,0.059,20,0
29,attn_out,zh,tier_1,standard_translation,0.0015,0.0006,20,0
29,mlp_out,zh,tier_1,standard_translation,-0.0017,0.0152,20,0
30,residual,zh,tier_1,standard_translation,-0.0039,0.0142,20,0
30,attn_out,zh,tier_1,standard_translation,0.0007,0.0026,20,0
30,mlp_out,zh,tier_1,standard_translation,0.0002,0.0026,20,0
31,residual,zh,tier_1,standard_translation,0.0,0.0,20,0
31,attn_out,zh,tier_1,standard_translation,0.0,0.0,20,0
31,mlp_out,zh,tier_1,standard_translation,0.0,0.0,20,0
0,residual,es,tier_1,standard_translation,-0.0973,0.1091,16,4
0,attn_out,es,tier_1,standard_translation,0.0255,0.0366,16,4
0,mlp_out,es,tier_1,standard_translation,-0.0734,0.069,16,4
1,residual,es,tier_1,standard_translation,-0.0887,0.1276,16,4
1,attn_out,es,tier_1,standard_translation,-0.0206,0.0428,16,4
1,mlp_out,es,tier_1,standard_translation,0.0033,0.0484,16,4
2,residual,es,tier_1,standard_translation,-0.0737,0.1407,16,4
2,attn_out,es,tier_1,standard_translation,0.0155,0.0316,16,4
2,mlp_out,es,tier_1,standard_translation,-0.0024,0.1052,16,4
3,residual,es,tier_1,standard_translation,-0.0239,0.1154,16,4
3,attn_out,es,tier_1,standard_translation,0.0222,0.0395,16,4
3,mlp_out,es,tier_1,standard_translation,-0.0434,0.063,16,4
4,residual,es,tier_1,standard_translation,0.0623,0.1436,16,4
4,attn_out,es,tier_1,standard_translation,-0.0132,0.0171,16,4
4,mlp_out,es,tier_1,standard_translation,0.053,0.0732,16,4
5,residual,es,tier_1,standard_translation,0.0834,0.1291,16,4
5,attn_out,es,tier_1,standard_translation,0.0487,0.051,16,4
5,mlp_out,es,tier_1,standard_translation,0.0838,0.0921,16,4
6,residual,es,tier_1,standard_translation,0.0971,0.1211,16,4
6,attn_out,es,tier_1,standard_translation,0.0542,0.0342,16,4
6,mlp_out,es,tier_1,standard_translation,0.1043,0.0964,16,4
7,residual,es,tier_1,standard_translation,0.1029,0.1239,16,4
7,attn_out,es,tier_1,standard_translation,0.0272,0.0131,16,4
7,mlp_out,es,tier_1,standard_translation,0.0876,0.0961,16,4
8,residual,es,tier_1,standard_translation,0.0915,0.1184,16,4
8,attn_out,es,tier_1,standard_translation,0.0118,0.0182,16,4
8,mlp_out,es,tier_1,standard_translation,0.1122,0.1003,16,4
9,residual,es,tier_1,standard_translation,0.0609,0.1137,16,4
9,attn_out,es,tier_1,standard_translation,0.0268,0.0354,16,4
9,mlp_out,es,tier_1,standard_translation,0.0857,0.0672,16,4
10,residual,es,tier_1,standard_translation,-0.0103,0.04,16,4
10,attn_out,es,tier_1,standard_translation,0.0135,0.0207,16,4
10,mlp_out,es,tier_1,standard_translation,0.0276,0.0502,16,4
11,residual,es,tier_1,standard_translation,-0.0431,0.0231,16,4
11,attn_out,es,tier_1,standard_translation,0.0155,0.0101,16,4
11,mlp_out,es,tier_1,standard_translation,0.0414,0.0577,16,4
12,residual,es,tier_1,standard_translation,-0.0946,0.0347,16,4
12,attn_out,es,tier_1,standard_translation,-0.0179,0.0025,16,4
12,mlp_out,es,tier_1,standard_translation,-0.0021,0.0216,16,4
13,residual,es,tier_1,standard_translation,-0.0282,0.0073,16,4
13,attn_out,es,tier_1,standard_translation,-0.0041,0.0088,16,4
13,mlp_out,es,tier_1,standard_translation,0.0119,0.0083,16,4
14,residual,es,tier_1,standard_translation,-0.012,0.0068,16,4
14,attn_out,es,tier_1,standard_translation,-0.0087,0.0037,16,4
14,mlp_out,es,tier_1,standard_translation,0.0059,0.0042,16,4
15,residual,es,tier_1,standard_translation,0.0222,0.0222,16,4
15,attn_out,es,tier_1,standard_translation,-0.0003,0.0025,16,4
15,mlp_out,es,tier_1,standard_translation,-0.0065,0.006,16,4
16,residual,es,tier_1,standard_translation,0.0039,0.0135,16,4
16,attn_out,es,tier_1,standard_translation,-0.0055,0.0046,16,4
16,mlp_out,es,tier_1,standard_translation,-0.0075,0.003,16,4
17,residual,es,tier_1,standard_translation,-0.0087,0.0053,16,4
17,attn_out,es,tier_1,standard_translation,-0.0027,0.0015,16,4
17,mlp_out,es,tier_1,standard_translation,-0.0068,0.0036,16,4
18,residual,es,tier_1,standard_translation,-0.0139,0.0056,16,4
18,attn_out,es,tier_1,standard_translation,-0.0013,0.0022,16,4
18,mlp_out,es,tier_1,standard_translation,-0.0038,0.0036,16,4
19,residual,es,tier_1,standard_translation,-0.0123,0.0043,16,4
19,attn_out,es,tier_1,standard_translation,-0.0016,0.0011,16,4
19,mlp_out,es,tier_1,standard_translation,0.0027,0.0022,16,4
20,residual,es,tier_1,standard_translation,-0.0107,0.0028,16,4
20,attn_out,es,tier_1,standard_translation,0.0025,0.0012,16,4
20,mlp_out,es,tier_1,standard_translation,-0.0026,0.0044,16,4
21,residual,es,tier_1,standard_translation,-0.0089,0.003,16,4
21,attn_out,es,tier_1,standard_translation,-0.0008,0.0024,16,4
21,mlp_out,es,tier_1,standard_translation,-0.0041,0.0017,16,4
22,residual,es,tier_1,standard_translation,-0.0054,0.0025,16,4
22,attn_out,es,tier_1,standard_translation,-0.0018,0.001,16,4
22,mlp_out,es,tier_1,standard_translation,-0.0031,0.003,16,4
23,residual,es,tier_1,standard_translation,-0.0084,0.0018,16,4
23,attn_out,es,tier_1,standard_translation,-0.0008,0.0008,16,4
23,mlp_out,es,tier_1,standard_translation,-0.0041,0.0013,16,4
24,residual,es,tier_1,standard_translation,-0.0077,0.0033,16,4
24,attn_out,es,tier_1,standard_translation,-0.0007,0.0005,16,4
24,mlp_out,es,tier_1,standard_translation,-0.0036,0.0034,16,4
25,residual,es,tier_1,standard_translation,-0.0065,0.0028,16,4
25,attn_out,es,tier_1,standard_translation,-0.0011,0.0017,16,4
25,mlp_out,es,tier_1,standard_translation,-0.0013,0.0025,16,4
26,residual,es,tier_1,standard_translation,-0.0064,0.0029,16,4
26,attn_out,es,tier_1,standard_translation,-0.0008,0.0015,16,4
26,mlp_out,es,tier_1,standard_translation,0.0011,0.0008,16,4
27,residual,es,tier_1,standard_translation,-0.0069,0.0037,16,4
27,attn_out,es,tier_1,standard_translation,0.0003,0.0008,16,4
27,mlp_out,es,tier_1,standard_translation,0.0064,0.0055,16,4
28,residual,es,tier_1,standard_translation,-0.0049,0.0027,16,4
28,attn_out,es,tier_1,standard_translation,0.0013,0.001,16,4
28,mlp_out,es,tier_1,standard_translation,-0.0037,0.0004,16,4
29,residual,es,tier_1,standard_translation,-0.0028,0.0033,16,4
29,attn_out,es,tier_1,standard_translation,0.0016,0.0011,16,4
29,mlp_out,es,tier_1,standard_translation,-0.0022,0.0024,16,4
30,residual,es,tier_1,standard_translation,-0.0032,0.0009,16,4
30,attn_out,es,tier_1,standard_translation,0.0005,0.0006,16,4
30,mlp_out,es,tier_1,standard_translation,0.0056,0.0024,16,4
31,residual,es,tier_1,standard_translation,0.0,0.0,16,4
31,attn_out,es,tier_1,standard_translation,0.0,0.0,16,4
31,mlp_out,es,tier_1,standard_translation,0.0,0.0,16,4
0,residual,ar,tier_2,standard_translation,0.0137,0.0674,20,0
0,attn_out,ar,tier_2,standard_translation,0.0172,0.0397,20,0
0,mlp_out,ar,tier_2,standard_translation,0.0195,0.0716,20,0
1,residual,ar,tier_2,standard_translation,0.0253,0.0671,20,0
1,attn_out,ar,tier_2,standard_translation,0.0142,0.0285,20,0
1,mlp_out,ar,tier_2,standard_translation,-0.0014,0.0216,20,0
2,residual,ar,tier_2,standard_translation,0.0244,0.0649,20,0
2,attn_out,ar,tier_2,standard_translation,-0.0057,0.0063,20,0
2,mlp_out,ar,tier_2,standard_translation,-0.0003,0.0428,20,0
3,residual,ar,tier_2,standard_translation,0.0347,0.0579,20,0
3,attn_out,ar,tier_2,standard_translation,0.0038,0.0114,20,0
3,mlp_out,ar,tier_2,standard_translation,0.0226,0.0418,20,0
4,residual,ar,tier_2,standard_translation,0.0231,0.0355,20,0
4,attn_out,ar,tier_2,standard_translation,0.0016,0.0069,20,0
4,mlp_out,ar,tier_2,standard_translation,0.0252,0.041,20,0
5,residual,ar,tier_2,standard_translation,0.021,0.033,20,0
5,attn_out,ar,tier_2,standard_translation,-0.0008,0.0067,20,0
5,mlp_out,ar,tier_2,standard_translation,0.0186,0.0427,20,0
6,residual,ar,tier_2,standard_translation,0.0169,0.0252,20,0
