layer,component,language,tier,perturbation,mean_delta,std_delta,n_pairs_used,n_pairs_skipped
14,attn_out,de,tier_1,standard_translation,-0.0951,0.2251,20,0
14,mlp_out,de,tier_1,standard_translation,-0.7596,0.433,20,0
15,residual,de,tier_1,standard_translation,-0.7891,0.2162,20,0
15,attn_out,de,tier_1,standard_translation,-0.2581,0.1239,20,0
15,mlp_out,de,tier_1,standard_translation,-0.4851,0.2457,20,0
16,residual,de,tier_1,standard_translation,-0.6875,0.2431,20,0
16,attn_out,de,tier_1,standard_translation,-0.0377,0.1369,20,0
16,mlp_out,de,tier_1,standard_translation,-0.1853,0.3849,20,0
17,residual,de,tier_1,standard_translation,-0.7098,0.401,20,0
17,attn_out,de,tier_1,standard_translation,-0.1777,0.0961,20,0
17,mlp_out,de,tier_1,standard_translation,-0.565,0.6042,20,0
18,residual,de,tier_1,standard_translation,-0.2077,0.2066,20,0
18,attn_out,de,tier_1,standard_translation,-0.0016,0.0743,20,0
18,mlp_out,de,tier_1,standard_translation,-0.0785,0.1355,20,0
19,residual,de,tier_1,standard_translation,-0.1882,0.2754,20,0
19,attn_out,de,tier_1,standard_translation,0.0321,0.0681,20,0
19,mlp_out,de,tier_1,standard_translation,-0.0105,0.0588,20,0
20,residual,de,tier_1,standard_translation,-0.1454,0.1589,20,0
20,attn_out,de,tier_1,standard_translation,-0.0395,0.0344,20,0
20,mlp_out,de,tier_1,standard_translation,0.125,0.0337,20,0
21,residual,de,tier_1,standard_translation,-0.0013,0.1239,20,0
21,attn_out,de,tier_1,standard_translation,0.0186,0.0319,20,0
21,mlp_out,de,tier_1,standard_translation,-0.0571,0.0407,20,0
22,residual,de,tier_1,standard_translation,-0.0078,0.1203,20,0
22,attn_out,de,tier_1,standard_translation,0.0109,0.0098,20,0
22,mlp_out,de,tier_1,standard_translation,0.0059,0.0224,20,0
23,residual,de,tier_1,standard_translation,0.007,0.1482,20,0
23,attn_out,de,tier_1,standard_translation,-0.0024,0.0137,20,0
23,mlp_out,de,tier_1,standard_translation,0.0069,0.022,20,0
24,residual,de,tier_1,standard_translation,-0.026,0.1525,20,0
24,attn_out,de,tier_1,standard_translation,-0.0036,0.008,20,0
24,mlp_out,de,tier_1,standard_translation,-0.0317,0.0293,20,0
25,residual,de,tier_1,standard_translation,-0.0497,0.0874,20,0
25,attn_out,de,tier_1,standard_translation,0.0053,0.0174,20,0
25,mlp_out,de,tier_1,standard_translation,0.0339,0.0237,20,0
26,residual,de,tier_1,standard_translation,-0.0548,0.0853,20,0
26,attn_out,de,tier_1,standard_translation,-0.021,0.0097,20,0
26,mlp_out,de,tier_1,standard_translation,0.0491,0.0094,20,0
27,residual,de,tier_1,standard_translation,0.0,0.0,20,0
27,attn_out,de,tier_1,standard_translation,0.0,0.0,20,0
27,mlp_out,de,tier_1,standard_translation,0.0,0.0,20,0
0,residual,fr,tier_1,standard_translation,-0.0127,0.4523,20,0
0,attn_out,fr,tier_1,standard_translation,-0.0239,0.4628,20,0
0,mlp_out,fr,tier_1,standard_translation,-0.2443,0.5476,20,0
1,residual,fr,tier_1,standard_translation,0.1407,0.4237,20,0
1,attn_out,fr,tier_1,standard_translation,-0.0862,0.2649,20,0
1,mlp_out,fr,tier_1,standard_translation,0.0275,0.0944,20,0
2,residual,fr,tier_1,standard_translation,0.2833,0.5638,20,0
2,attn_out,fr,tier_1,standard_translation,-0.0988,0.0909,20,0
2,mlp_out,fr,tier_1,standard_translation,0.0248,0.1404,20,0
3,residual,fr,tier_1,standard_translation,0.1936,0.697,20,0
3,attn_out,fr,tier_1,standard_translation,0.0849,0.2476,20,0
3,mlp_out,fr,tier_1,standard_translation,0.0638,0.2979,20,0
4,residual,fr,tier_1,standard_translation,0.205,0.7061,20,0
4,attn_out,fr,tier_1,standard_translation,0.09,0.1552,20,0
4,mlp_out,fr,tier_1,standard_translation,0.0419,0.214,20,0
5,residual,fr,tier_1,standard_translation,0.1191,0.5837,20,0
5,attn_out,fr,tier_1,standard_translation,-0.0775,0.1247,20,0
5,mlp_out,fr,tier_1,standard_translation,-0.02,0.2616,20,0
6,residual,fr,tier_1,standard_translation,-0.4089,0.4578,20,0
6,attn_out,fr,tier_1,standard_translation,0.0148,0.0987,20,0
6,mlp_out,fr,tier_1,standard_translation,0.0147,0.1286,20,0
7,residual,fr,tier_1,standard_translation,-0.4239,0.3988,20,0
7,attn_out,fr,tier_1,standard_translation,0.0389,0.2567,20,0
7,mlp_out,fr,tier_1,standard_translation,-0.1537,0.4893,20,0
8,residual,fr,tier_1,standard_translation,-0.3136,0.395,20,0
8,attn_out,fr,tier_1,standard_translation,-0.036,0.1081,20,0
8,mlp_out,fr,tier_1,standard_translation,-0.1951,0.2299,20,0
9,residual,fr,tier_1,standard_translation,-0.396,0.4007,20,0
9,attn_out,fr,tier_1,standard_translation,-0.0145,0.1267,20,0
9,mlp_out,fr,tier_1,standard_translation,0.0545,0.261,20,0
10,residual,fr,tier_1,standard_translation,-0.405,0.3574,20,0
10,attn_out,fr,tier_1,standard_translation,-0.0045,0.1044,20,0
10,mlp_out,fr,tier_1,standard_translation,0.0802,0.1855,20,0
11,residual,fr,tier_1,standard_translation,-0.3657,0.3338,20,0
11,attn_out,fr,tier_1,standard_translation,-0.0376,0.1826,20,0
11,mlp_out,fr,tier_1,standard_translation,0.1783,0.2067,20,0
12,residual,fr,tier_1,standard_translation,-0.4241,0.2806,20,0
12,attn_out,fr,tier_1,standard_translation,0.0949,0.1257,20,0
12,mlp_out,fr,tier_1,standard_translation,0.1942,0.2194,20,0
13,residual,fr,tier_1,standard_translation,-0.3998,0.2964,20,0
13,attn_out,fr,tier_1,standard_translation,0.1663,0.1043,20,0
13,mlp_out,fr,tier_1,standard_translation,0.402,0.3414,20,0
14,residual,fr,tier_1,standard_translation,-0.4414,0.2845,20,0
14,attn_out,fr,tier_1,standard_translation,-0.1445,0.1056,20,0
14,mlp_out,fr,tier_1,standard_translation,0.0998,0.1538,20,0
15,residual,fr,tier_1,standard_translation,-0.4387,0.2373,20,0
15,attn_out,fr,tier_1,standard_translation,-0.1092,0.0744,20,0
15,mlp_out,fr,tier_1,standard_translation,0.1802,0.2314,20,0
16,residual,fr,tier_1,standard_translation,-0.3878,0.2604,20,0
16,attn_out,fr,tier_1,standard_translation,-0.1204,0.1335,20,0
16,mlp_out,fr,tier_1,standard_translation,0.1581,0.2864,20,0
17,residual,fr,tier_1,standard_translation,-0.5721,0.2247,20,0
17,attn_out,fr,tier_1,standard_translation,-0.0479,0.1236,20,0
17,mlp_out,fr,tier_1,standard_translation,0.2292,0.2213,20,0
18,residual,fr,tier_1,standard_translation,-0.1132,0.1412,20,0
18,attn_out,fr,tier_1,standard_translation,0.0701,0.0694,20,0
18,mlp_out,fr,tier_1,standard_translation,0.0587,0.1005,20,0
19,residual,fr,tier_1,standard_translation,-0.1358,0.1426,20,0
19,attn_out,fr,tier_1,standard_translation,0.047,0.0578,20,0
19,mlp_out,fr,tier_1,standard_translation,0.0184,0.0986,20,0
20,residual,fr,tier_1,standard_translation,-0.1146,0.1036,20,0
20,attn_out,fr,tier_1,standard_translation,-0.0361,0.0368,20,0
20,mlp_out,fr,tier_1,standard_translation,-0.0159,0.0821,20,0
21,residual,fr,tier_1,standard_translation,-0.1258,0.0751,20,0
21,attn_out,fr,tier_1,standard_translation,-0.0026,0.0321,20,0
21,mlp_out,fr,tier_1,standard_translation,-0.0269,0.0536,20,0
22,residual,fr,tier_1,standard_translation,-0.0082,0.0893,20,0
22,attn_out,fr,tier_1,standard_translation,0.009,0.0173,20,0
22,mlp_out,fr,tier_1,standard_translation,0.0071,0.0291,20,0
23,residual,fr,tier_1,standard_translation,0.0119,0.081,20,0
23,attn_out,fr,tier_1,standard_translation,-0.0122,0.0235,20,0
23,mlp_out,fr,tier_1,standard_translation,-0.0129,0.0361,20,0
24,residual,fr,tier_1,standard_translation,0.0143,0.0672,20,0
24,attn_out,fr,tier_1,standard_translation,-0.0065,0.001,20,0
24,mlp_out,fr,tier_1,standard_translation,-0.0211,0.0178,20,0
25,residual,fr,tier_1,standard_translation,-0.0363,0.0435,20,0
25,attn_out,fr,tier_1,standard_translation,0.0102,0.0134,20,0
25,mlp_out,fr,tier_1,standard_translation,-0.0091,0.0225,20,0
26,residual,fr,tier_1,standard_translation,-0.0423,0.0268,20,0
26,attn_out,fr,tier_1,standard_translation,-0.0152,0.0077,20,0
26,mlp_out,fr,tier_1,standard_translation,0.0132,0.0196,20,0
27,residual,fr,tier_1,standard_translation,0.0,0.0,20,0
27,attn_out,fr,tier_1,standard_translation,0.0,0.0,20,0
27,mlp_out,fr,tier_1,standard_translation,0.0,0.0,20,0
0,residual,zh,tier_1,standard_translation,-0.764,0.5947,20,0
0,attn_out,zh,tier_1,standard_translation,-0.7486,0.5965,20,0
0,mlp_out,zh,tier_1,standard_translation,-0.5987,0.3045,20,0
1,residual,zh,tier_1,standard_translation,-0.6452,0.6294,20,0
1,attn_out,zh,tier_1,standard_translation,0.016,0.0938,20,0
1,mlp_out,zh,tier_1,standard_translation,0.0553,0.1385,20,0
2,residual,zh,tier_1,standard_translation,-0.4504,0.42,20,0
2,attn_out,zh,tier_1,standard_translation,0.0005,0.1113,20,0
2,mlp_out,zh,tier_1,standard_translation,-0.0708,0.0672,20,0
3,residual,zh,tier_1,standard_translation,-0.3758,0.3396,20,0
3,attn_out,zh,tier_1,standard_translation,-0.0011,0.0906,20,0
3,mlp_out,zh,tier_1,standard_translation,-0.0901,0.0727,20,0
4,residual,zh,tier_1,standard_translation,-0.3144,0.29,20,0
4,attn_out,zh,tier_1,standard_translation,0.0221,0.0448,20,0
4,mlp_out,zh,tier_1,standard_translation,0.0871,0.1682,20,0
5,residual,zh,tier_1,standard_translation,-0.2324,0.3265,20,0
5,attn_out,zh,tier_1,standard_translation,-0.0166,0.0805,20,0
5,mlp_out,zh,tier_1,standard_translation,0.1437,0.3196,20,0
6,residual,zh,tier_1,standard_translation,-0.2032,0.3199,20,0
6,attn_out,zh,tier_1,standard_translation,-0.027,0.1379,20,0
6,mlp_out,zh,tier_1,standard_translation,0.0892,0.2371,20,0
7,residual,zh,tier_1,standard_translation,-0.0423,0.3062,20,0
7,attn_out,zh,tier_1,standard_translation,0.0232,0.1175,20,0
7,mlp_out,zh,tier_1,standard_translation,0.1582,0.3384,20,0
8,residual,zh,tier_1,standard_translation,-0.0208,0.2691,20,0
8,attn_out,zh,tier_1,standard_translation,0.0585,0.1205,20,0
8,mlp_out,zh,tier_1,standard_translation,-0.1173,0.102,20,0
9,residual,zh,tier_1,standard_translation,0.0198,0.2145,20,0
9,attn_out,zh,tier_1,standard_translation,-0.0229,0.0799,20,0
9,mlp_out,zh,tier_1,standard_translation,-0.1228,0.1668,20,0
10,residual,zh,tier_1,standard_translation,0.0437,0.2096,20,0
10,attn_out,zh,tier_1,standard_translation,0.0378,0.1058,20,0
10,mlp_out,zh,tier_1,standard_translation,-0.0738,0.1166,20,0
11,residual,zh,tier_1,standard_translation,0.1282,0.2096,20,0
11,attn_out,zh,tier_1,standard_translation,0.0322,0.1029,20,0
11,mlp_out,zh,tier_1,standard_translation,0.0094,0.2178,20,0
12,residual,zh,tier_1,standard_translation,0.0657,0.2444,20,0
12,attn_out,zh,tier_1,standard_translation,-0.1223,0.2465,20,0
12,mlp_out,zh,tier_1,standard_translation,-0.0125,0.1156,20,0
13,residual,zh,tier_1,standard_translation,0.1045,0.1778,20,0
13,attn_out,zh,tier_1,standard_translation,-0.0318,0.0421,20,0
13,mlp_out,zh,tier_1,standard_translation,0.1033,0.096,20,0
14,residual,zh,tier_1,standard_translation,0.1656,0.1282,20,0
14,attn_out,zh,tier_1,standard_translation,-0.0414,0.0461,20,0
14,mlp_out,zh,tier_1,standard_translation,0.009,0.0906,20,0
15,residual,zh,tier_1,standard_translation,0.1732,0.1704,20,0
15,attn_out,zh,tier_1,standard_translation,-0.0365,0.0531,20,0
15,mlp_out,zh,tier_1,standard_translation,0.0926,0.1314,20,0
16,residual,zh,tier_1,standard_translation,0.1781,0.2075,20,0
16,attn_out,zh,tier_1,standard_translation,-0.0202,0.0135,20,0
16,mlp_out,zh,tier_1,standard_translation,-0.0409,0.0989,20,0
17,residual,zh,tier_1,standard_translation,0.2549,0.2282,20,0
17,attn_out,zh,tier_1,standard_translation,0.0025,0.0508,20,0
17,mlp_out,zh,tier_1,standard_translation,-0.0371,0.1685,20,0
18,residual,zh,tier_1,standard_translation,-0.039,0.1965,20,0
18,attn_out,zh,tier_1,standard_translation,0.0116,0.035,20,0
18,mlp_out,zh,tier_1,standard_translation,0.033,0.0582,20,0
19,residual,zh,tier_1,standard_translation,-0.1314,0.1487,20,0
19,attn_out,zh,tier_1,standard_translation,0.009,0.039,20,0
19,mlp_out,zh,tier_1,standard_translation,0.0554,0.0914,20,0
20,residual,zh,tier_1,standard_translation,-0.1278,0.0961,20,0
20,attn_out,zh,tier_1,standard_translation,-0.0235,0.0478,20,0
20,mlp_out,zh,tier_1,standard_translation,0.0368,0.0476,20,0
21,residual,zh,tier_1,standard_translation,-0.15,0.1155,20,0
21,attn_out,zh,tier_1,standard_translation,-0.0014,0.0334,20,0
21,mlp_out,zh,tier_1,standard_translation,-0.0042,0.0809,20,0
22,residual,zh,tier_1,standard_translation,-0.0519,0.0509,20,0
22,attn_out,zh,tier_1,standard_translation,0.0171,0.0273,20,0
22,mlp_out,zh,tier_1,standard_translation,-0.0072,0.048,20,0
23,residual,zh,tier_1,standard_translation,-0.0378,0.0588,20,0
23,attn_out,zh,tier_1,standard_translation,-0.0039,0.008,20,0
23,mlp_out,zh,tier_1,standard_translation,-0.0232,0.0358,20,0
24,residual,zh,tier_1,standard_translation,-0.0165,0.0674,20,0
24,attn_out,zh,tier_1,standard_translation,-0.0043,0.0083,20,0
24,mlp_out,zh,tier_1,standard_translation,-0.0102,0.007,20,0
25,residual,zh,tier_1,standard_translation,-0.008,0.0473,20,0
25,attn_out,zh,tier_1,standard_translation,-0.0197,0.0156,20,0
25,mlp_out,zh,tier_1,standard_translation,0.0052,0.0433,20,0
26,residual,zh,tier_1,standard_translation,-0.0243,0.062,20,0
26,attn_out,zh,tier_1,standard_translation,0.0002,0.0048,20,0
26,mlp_out,zh,tier_1,standard_translation,0.0042,0.0063,20,0
27,residual,zh,tier_1,standard_translation,0.0,0.0,20,0
27,attn_out,zh,tier_1,standard_translation,0.0,0.0,20,0
27,mlp_out,zh,tier_1,standard_translation,0.0,0.0,20,0
0,residual,es,tier_1,standard_translation,-0.6564,0.8746,20,0
0,attn_out,es,tier_1,standard_translation,-0.7057,0.8794,20,0
0,mlp_out,es,tier_1,standard_translation,-0.551,0.9309,20,0
1,residual,es,tier_1,standard_translation,-0.4945,0.6141,20,0
1,attn_out,es,tier_1,standard_translation,-0.0029,0.0882,20,0
1,mlp_out,es,tier_1,standard_translation,0.0583,0.1114,20,0
2,residual,es,tier_1,standard_translation,-0.259,0.3896,20,0
2,attn_out,es,tier_1,standard_translation,-0.0122,0.1326,20,0
2,mlp_out,es,tier_1,standard_translation,0.1091,0.0921,20,0
3,residual,es,tier_1,standard_translation,-0.3833,0.3052,20,0
3,attn_out,es,tier_1,standard_translation,0.1129,0.2143,20,0
3,mlp_out,es,tier_1,standard_translation,0.1052,0.2346,20,0
4,residual,es,tier_1,standard_translation,-0.4526,0.2803,20,0
4,attn_out,es,tier_1,standard_translation,0.045,0.0988,20,0
4,mlp_out,es,tier_1,standard_translation,-0.1822,0.2569,20,0
5,residual,es,tier_1,standard_translation,-0.1795,0.4617,20,0
5,attn_out,es,tier_1,standard_translation,-0.2628,0.1894,20,0
5,mlp_out,es,tier_1,standard_translation,-0.3614,0.348,20,0
6,residual,es,tier_1,standard_translation,0.0763,0.7668,20,0
6,attn_out,es,tier_1,standard_translation,0.08,0.0936,20,0
6,mlp_out,es,tier_1,standard_translation,0.3203,0.4549,20,0
7,residual,es,tier_1,standard_translation,0.0628,0.8023,20,0
7,attn_out,es,tier_1,standard_translation,-0.1784,0.1584,20,0
7,mlp_out,es,tier_1,standard_translation,-0.0893,0.3736,20,0
8,residual,es,tier_1,standard_translation,0.1928,0.8766,20,0
8,attn_out,es,tier_1,standard_translation,-0.0696,0.1512,20,0
8,mlp_out,es,tier_1,standard_translation,0.0794,0.275,20,0
9,residual,es,tier_1,standard_translation,0.1827,0.9168,20,0
9,attn_out,es,tier_1,standard_translation,0.0361,0.1645,20,0
9,mlp_out,es,tier_1,standard_translation,0.0523,0.4953,20,0
10,residual,es,tier_1,standard_translation,0.2441,0.8974,20,0
10,attn_out,es,tier_1,standard_translation,0.2054,0.3724,20,0
10,mlp_out,es,tier_1,standard_translation,0.4615,0.5022,20,0
11,residual,es,tier_1,standard_translation,0.3198,0.8234,20,0
11,attn_out,es,tier_1,standard_translation,0.09,0.3363,20,0
11,mlp_out,es,tier_1,standard_translation,0.451,0.2258,20,0
12,residual,es,tier_1,standard_translation,0.336,0.8852,20,0
12,attn_out,es,tier_1,standard_translation,0.0859,0.2179,20,0
12,mlp_out,es,tier_1,standard_translation,0.6223,0.4566,20,0
13,residual,es,tier_1,standard_translation,0.0607,0.6264,20,0
13,attn_out,es,tier_1,standard_translation,0.042,0.3244,20,0
13,mlp_out,es,tier_1,standard_translation,0.453,0.2742,20,0
14,residual,es,tier_1,standard_translation,0.1086,0.4357,20,0
14,attn_out,es,tier_1,standard_translation,0.0358,0.1025,20,0
14,mlp_out,es,tier_1,standard_translation,0.3029,0.4188,20,0
15,residual,es,tier_1,standard_translation,-0.0391,0.3918,20,0
15,attn_out,es,tier_1,standard_translation,0.0172,0.1878,20,0
15,mlp_out,es,tier_1,standard_translation,0.2458,0.2897,20,0
16,residual,es,tier_1,standard_translation,-0.086,0.3627,20,0
16,attn_out,es,tier_1,standard_translation,-0.1303,0.0825,20,0
16,mlp_out,es,tier_1,standard_translation,0.3174,0.364,20,0
17,residual,es,tier_1,standard_translation,-0.5999,0.3189,20,0
17,attn_out,es,tier_1,standard_translation,-0.0072,0.0879,20,0
17,mlp_out,es,tier_1,standard_translation,0.7789,0.6357,20,0
18,residual,es,tier_1,standard_translation,-0.5053,0.3493,20,0
18,attn_out,es,tier_1,standard_translation,-0.0406,0.1079,20,0
18,mlp_out,es,tier_1,standard_translation,-0.0811,0.174,20,0
19,residual,es,tier_1,standard_translation,-0.4031,0.4261,20,0
19,attn_out,es,tier_1,standard_translation,-0.0223,0.028,20,0
19,mlp_out,es,tier_1,standard_translation,-0.0351,0.1554,20,0
20,residual,es,tier_1,standard_translation,-0.2004,0.3023,20,0
20,attn_out,es,tier_1,standard_translation,-0.0759,0.0401,20,0
20,mlp_out,es,tier_1,standard_translation,-0.0349,0.1514,20,0
21,residual,es,tier_1,standard_translation,-0.1551,0.2463,20,0
21,attn_out,es,tier_1,standard_translation,0.0386,0.041,20,0
21,mlp_out,es,tier_1,standard_translation,-0.0112,0.0683,20,0
22,residual,es,tier_1,standard_translation,-0.0639,0.1293,20,0
22,attn_out,es,tier_1,standard_translation,0.0029,0.0207,20,0
22,mlp_out,es,tier_1,standard_translation,-0.03,0.0647,20,0
23,residual,es,tier_1,standard_translation,-0.0698,0.0979,20,0
23,attn_out,es,tier_1,standard_translation,-0.0406,0.0223,20,0
23,mlp_out,es,tier_1,standard_translation,-0.0679,0.0413,20,0
24,residual,es,tier_1,standard_translation,0.02,0.0688,20,0
24,attn_out,es,tier_1,standard_translation,-0.0252,0.0167,20,0
24,mlp_out,es,tier_1,standard_translation,-0.0267,0.0428,20,0
25,residual,es,tier_1,standard_translation,-0.0272,0.0297,20,0
25,attn_out,es,tier_1,standard_translation,0.0013,0.0193,20,0
25,mlp_out,es,tier_1,standard_translation,0.0292,0.0253,20,0
26,residual,es,tier_1,standard_translation,-0.0493,0.047,20,0
26,attn_out,es,tier_1,standard_translation,-0.0208,0.0066,20,0
26,mlp_out,es,tier_1,standard_translation,0.041,0.011,20,0
27,residual,es,tier_1,standard_translation,0.0,0.0,20,0
27,attn_out,es,tier_1,standard_translation,0.0,0.0,20,0
27,mlp_out,es,tier_1,standard_translation,0.0,0.0,20,0
0,residual,ar,tier_2,standard_translation,-0.3209,0.6181,20,0
0,attn_out,ar,tier_2,standard_translation,-0.3581,0.6164,20,0
0,mlp_out,ar,tier_2,standard_translation,-0.4536,0.431,20,0
1,residual,ar,tier_2,standard_translation,0.0299,0.536,20,0
1,attn_out,ar,tier_2,standard_translation,-0.0887,0.0798,20,0
1,mlp_out,ar,tier_2,standard_translation,0.0528,0.1754,20,0
2,residual,ar,tier_2,standard_translation,0.1166,0.552,20,0
2,attn_out,ar,tier_2,standard_translation,0.1514,0.2884,20,0
2,mlp_out,ar,tier_2,standard_translation,0.1545,0.4423,20,0
3,residual,ar,tier_2,standard_translation,0.0998,0.6763,20,0
3,attn_out,ar,tier_2,standard_translation,0.0248,0.1135,20,0
3,mlp_out,ar,tier_2,standard_translation,-0.0079,0.177,20,0
4,residual,ar,tier_2,standard_translation,0.1758,0.823,20,0
4,attn_out,ar,tier_2,standard_translation,0.067,0.1373,20,0
4,mlp_out,ar,tier_2,standard_translation,0.0516,0.2268,20,0
5,residual,ar,tier_2,standard_translation,0.2523,0.8529,20,0
5,attn_out,ar,tier_2,standard_translation,-0.0057,0.1882,20,0
5,mlp_out,ar,tier_2,standard_translation,0.0744,0.2674,20,0
6,residual,ar,tier_2,standard_translation,-0.0843,0.2877,20,0
6,attn_out,ar,tier_2,standard_translation,-0.0112,0.1985,20,0
6,mlp_out,ar,tier_2,standard_translation,0.2669,0.3673,20,0
7,residual,ar,tier_2,standard_translation,0.0929,0.5584,20,0
7,attn_out,ar,tier_2,standard_translation,0.4246,0.674,20,0
7,mlp_out,ar,tier_2,standard_translation,0.1295,0.3976,20,0
8,residual,ar,tier_2,standard_translation,0.0977,0.4606,20,0
8,attn_out,ar,tier_2,standard_translation,-0.0887,0.1818,20,0
8,mlp_out,ar,tier_2,standard_translation,0.0348,0.2701,20,0
9,residual,ar,tier_2,standard_translation,-0.0434,0.3342,20,0
9,attn_out,ar,tier_2,standard_translation,0.0524,0.112,20,0
9,mlp_out,ar,tier_2,standard_translation,-0.0653,0.203,20,0
10,residual,ar,tier_2,standard_translation,0.1181,0.5788,20,0
10,attn_out,ar,tier_2,standard_translation,-0.018,0.0803,20,0
10,mlp_out,ar,tier_2,standard_translation,-0.1137,0.0564,20,0
11,residual,ar,tier_2,standard_translation,0.1439,0.5546,20,0
11,attn_out,ar,tier_2,standard_translation,-0.0432,0.0582,20,0
11,mlp_out,ar,tier_2,standard_translation,-0.1147,0.2023,20,0
12,residual,ar,tier_2,standard_translation,0.0735,0.4055,20,0
12,attn_out,ar,tier_2,standard_translation,-0.0613,0.0674,20,0
12,mlp_out,ar,tier_2,standard_translation,0.035,0.0938,20,0
13,residual,ar,tier_2,standard_translation,-0.0147,0.2736,20,0
13,attn_out,ar,tier_2,standard_translation,0.0822,0.1199,20,0
13,mlp_out,ar,tier_2,standard_translation,-0.0638,0.0388,20,0
14,residual,ar,tier_2,standard_translation,0.0074,0.2624,20,0
14,attn_out,ar,tier_2,standard_translation,-0.0298,0.0349,20,0
14,mlp_out,ar,tier_2,standard_translation,-0.0184,0.0404,20,0
15,residual,ar,tier_2,standard_translation,-0.053,0.2259,20,0
15,attn_out,ar,tier_2,standard_translation,0.0329,0.0656,20,0
15,mlp_out,ar,tier_2,standard_translation,0.0502,0.0622,20,0
16,residual,ar,tier_2,standard_translation,-0.0859,0.2538,20,0
16,attn_out,ar,tier_2,standard_translation,0.0055,0.0432,20,0
16,mlp_out,ar,tier_2,standard_translation,-0.1073,0.0892,20,0
17,residual,ar,tier_2,standard_translation,-0.026,0.3255,20,0
17,attn_out,ar,tier_2,standard_translation,0.0112,0.028,20,0
17,mlp_out,ar,tier_2,standard_translation,-0.0151,0.0767,20,0
18,residual,ar,tier_2,standard_translation,-0.1135,0.1289,20,0
18,attn_out,ar,tier_2,standard_translation,-0.0245,0.0581,20,0
18,mlp_out,ar,tier_2,standard_translation,0.038,0.0711,20,0
19,residual,ar,tier_2,standard_translation,-0.1494,0.1204,20,0
19,attn_out,ar,tier_2,standard_translation,-0.0236,0.0642,20,0
19,mlp_out,ar,tier_2,standard_translation,0.0327,0.0382,20,0
20,residual,ar,tier_2,standard_translation,-0.1307,0.1269,20,0
20,attn_out,ar,tier_2,standard_translation,0.0002,0.0178,20,0
20,mlp_out,ar,tier_2,standard_translation,0.0255,0.029,20,0
21,residual,ar,tier_2,standard_translation,-0.1894,0.1607,20,0
21,attn_out,ar,tier_2,standard_translation,-0.0183,0.0127,20,0
21,mlp_out,ar,tier_2,standard_translation,0.0197,0.0307,20,0
